שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
קריית יערים,1137,QIRYAT YE'ARIM,1,11,111.0,99.0,444.0,1.0,5565.0,5565.0,5545.0,,1975,180,,2097463458.0,660.0,152.0,10002475.0,2018,Qiryat Ye'arim,
קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,11,111.0,26.0,444.0,1.0,179.0,177.0,153.0,2.0,1952,340,,2099663543.0,695.0,151.0,10002475.0,2018,Qiryat Ye'arim(Institute),
קריית מוצקין,8200,QIRYAT MOTZKIN,3,31,311.0,0.0,221.0,1.0,42014.0,41970.0,38022.0,44.0,1934,160,,2077874900.0,8.0,352.0,10004207.0,2018,Qiryat Motzkin,310.0
קריית מלאכי,1034,QIRYAT MAL'AKHI,6,61,611.0,0.0,143.0,1.0,23124.0,23064.0,22677.0,60.0,1951,160,,1759862672.0,50.0,617.0,10001821.0,2018,Qiryat Mal'akhi,420.0
קריית נטפים,3746,QIRYAT NETAFIM,7,73,,72.0,145.0,1.0,937.0,937.0,936.0,,1983,370,2.0,2107066931.0,390.0,710.0,10003262.0,2018,Qiryat Netafim,
קריית ענבים,78,QIRYAT ANAVIM,1,11,111.0,26.0,444.0,1.0,459.0,451.0,414.0,8.0,1920,330,15.0,2114063531.0,631.0,151.0,10002475.0,2018,Qiryat Anavim,
קריית עקרון,469,QIRYAT EQRON,4,44,441.0,99.0,133.0,1.0,10999.0,10935.0,10582.0,64.0,1948,170,,1833664101.0,44.0,453.0,10002241.0,2018,Qiryat Eqron,420.0
קריית שלמה,412,QIRYAT SHELOMO,4,41,411.0,19.0,141.0,1.0,138.0,134.0,94.0,4.0,1945,340,,1871368234.0,28.0,401.0,15000060.0,2018,Qiryat Shelomo,
קריית שמונה,2800,QIRYAT SHEMONA,2,21,211.0,0.0,,1.0,22625.0,21802.0,20163.0,823.0,1950,160,,2538579075.0,77.0,217.0,10004591.0,2018,Qiryat Shemona,211.0
קרית חינוך עזתה,1766,,6,62,621.0,39.0,,,,,,,,520,,1612659335.0,134.0,651.0,10001930.0,2018,,620.0
קרית תעופה,1746,,4,43,432.0,25.0,142.0,,,,,,,520,,1918565510.0,44.0,424.0,10002168.0,2018,,
קרני שומרון,3640,QARNE SHOMERON,7,73,,99.0,145.0,1.0,7713.0,7701.0,7445.0,12.0,1978,180,,2088767522.0,177.0,717.0,10003262.0,2018,Qarne Shomeron,
קשת,4006,QESHET,2,29,292.0,71.0,,1.0,784.0,784.0,784.0,,1974,320,2.0,2759276515.0,673.0,219.0,10004579.0,2018,Qeshet,211.0
ראמה,543,RAME,2,24,242.0,99.0,,2.0,7650.0,13.0,7.0,7637.0,,280,,2346676039.0,262.0,260.0,10004465.0,2018,Rame,210.0
ראס אל-עין,1334,RAS AL-EIN,2,24,242.0,56.0,,2.0,381.0,,,381.0,,450,,2351775772.0,188.0,205.0,10004465.0,2018,Ras Al-Ein,210.0
ראס עלי,990,RAS ALI,3,31,311.0,12.0,222.0,2.0,624.0,,,624.0,,450,,2147974196.0,40.0,301.0,10004207.0,2018,Ras Ali,
ראש העין,2640,ROSH HAAYIN,4,42,422.0,0.0,142.0,1.0,56344.0,56313.0,55216.0,31.0,1950,150,,1961966686.0,29.0,418.0,10002168.0,2018,Rosh HaAyin,
ראש פינה,26,ROSH PINNA,2,21,213.0,99.0,,1.0,3120.0,3081.0,3007.0,39.0,1882,190,,2510676379.0,150.0,259.0,10004540.0,2018,Rosh Pinna,211.0
ראש צורים,3602,ROSH ZURIM,7,76,,76.0,445.0,1.0,926.0,926.0,926.0,,1969,330,3.0,2119361950.0,828.0,714.0,15000586.0,2018,Rosh Zurim,
ראשון לציון,8300,RISHON LEZIYYON,4,44,442.0,0.0,133.0,1.0,251719.0,251525.0,230017.0,194.0,1882,130,,1812465293.0,2.0,413.0,10002207.0,2018,Rishon LeZiyyon,
רבבה,3795,REVAVA,7,72,,72.0,145.0,1.0,2466.0,2466.0,2466.0,,1991,190,,2123066950.0,354.0,710.0,10003262.0,2018,Revava,
רבדים,564,REVADIM,6,61,611.0,35.0,,1.0,766.0,766.0,757.0,,1948,330,15.0,1826563130.0,69.0,632.0,10001821.0,2018,Revadim,420.0
רביבים,354,REVIVIM,6,62,626.0,48.0,,1.0,1081.0,1074.0,958.0,7.0,1943,330,15.0,1734455040.0,275.0,620.0,10001918.0,2018,Revivim,610.0
רביד,1225,RAVID,2,22,222.0,6.0,,1.0,113.0,112.0,111.0,1.0,1981,330,15.0,2437875070.0,106.0,251.0,10004552.0,2018,Ravid,214.0
רגבה,390,REGBA,2,24,245.0,4.0,241.0,1.0,1085.0,1085.0,1077.0,,1946,320,15.0,2096576475.0,12.0,201.0,10004302.0,2018,Regba,212.0
רגבים,444,REGAVIM,3,32,323.0,14.0,,1.0,465.0,465.0,454.0,,1948,330,15.0,2034971443.0,89.0,351.0,10004233.0,2018,Regavim,
רהט,1161,RAHAT,6,62,623.0,0.0,341.0,2.0,69032.0,128.0,91.0,68904.0,,250,,1765758882.0,167.0,618.0,10001946.0,2018,Rahat,620.0
רווחה,2051,REWAHA,6,61,612.0,34.0,,1.0,556.0,556.0,556.0,,1953,310,2.0,1747761753.0,73.0,631.0,10001813.0,2018,Rewaha,
רוויה,2016,REWAYA,2,23,231.0,7.0,,1.0,436.0,433.0,430.0,3.0,1952,310,2.0,2447470611.0,-118.0,202.0,10004568.0,2018,Rewaya,214.0
רוח מדבר,1341,RUAH MIDBAR,6,62,626.0,48.0,,1.0,52.0,48.0,36.0,4.0,,340,,1744654349.0,327.0,620.0,10001918.0,2018,Ruah Midbar,610.0
רוחמה,362,RUHAMA,6,61,614.0,37.0,,1.0,687.0,657.0,622.0,30.0,1944,330,15.0,1720360070.0,150.0,651.0,10001829.0,2018,Ruhama,620.0
רומאנה,539,RUMMANE,2,25,237.0,65.0,,2.0,1191.0,,,1191.0,,450,,2294274370.0,158.0,251.0,15002369.0,2018,Rummane,214.0
רומת הייב,997,RUMAT HEIB,2,25,237.0,65.0,,2.0,1995.0,,,1995.0,,450,,2288574255.0,160.0,251.0,15002369.0,2018,Rumat Heib,214.0
רועי,3619,RO'I,7,75,,75.0,,1.0,169.0,169.0,169.0,,1976,310,10.0,2463068380.0,21.0,712.0,10003262.0,2018,Ro'i,
רותם,3782,ROTEM,7,75,,75.0,,1.0,212.0,212.0,212.0,,1983,370,,2490869373.0,-129.0,712.0,10003262.0,2018,Rotem,
רחוב,854,REHOV,2,23,231.0,7.0,,1.0,404.0,404.0,404.0,,1951,310,2.0,2462270634.0,-130.0,202.0,10004568.0,2018,Rehov,214.0
רחובות,8400,REHOVOT,4,44,441.0,0.0,133.0,1.0,141579.0,141228.0,133611.0,351.0,1890,140,,1819464438.0,20.0,414.0,10002241.0,2018,Rehovot,
רחלים,3822,REHELIM,7,72,,72.0,,1.0,790.0,790.0,790.0,,2013,370,11.0,2244166767.0,503.0,710.0,10003262.0,2018,Rehelim,
ריחאנייה,540,REIHANIYYE,2,21,212.0,2.0,,2.0,1184.0,1.0,,1183.0,,450,,2458877273.0,609.0,209.0,10004528.0,2018,Reihaniyye,211.0
ריחן,3568,REHAN,7,71,,72.0,,1.0,308.0,308.0,292.0,,1977,320,6.0,2129770830.0,337.0,710.0,10003262.0,2018,Rehan,
ריינה,542,REINE,2,25,237.0,99.0,,2.0,18891.0,27.0,10.0,18864.0,,270,,2295373626.0,235.0,257.0,10004426.0,2018,Reine,
רימונים,3565,RIMMONIM,7,74,,73.0,445.0,1.0,687.0,682.0,647.0,5.0,1977,370,10.0,2323664896.0,622.0,711.0,10003299.0,2018,Rimmonim,
רינתיה,616,RINNATYA,4,42,422.0,25.0,142.0,1.0,1195.0,1195.0,1170.0,,1949,310,1.0,1933766126.0,50.0,424.0,10002116.0,2018,Rinnatya,
רכסים,922,REKHASIM,3,31,311.0,99.0,222.0,1.0,12110.0,12110.0,12092.0,,1957,170,,2097773970.0,18.0,355.0,10004207.0,2018,Rekhasim,310.0
רם-און,1069,RAM-ON,2,23,234.0,8.0,,1.0,976.0,976.0,971.0,,1960,310,1.0,2246471474.0,74.0,204.0,10004394.0,2018,Ram-On,213.0
רמות,4702,RAMOT,2,29,293.0,71.0,,1.0,550.0,550.0,540.0,,1970,310,1.0,2627175073.0,-130.0,219.0,10004579.0,2018,Ramot,211.0
רמות השבים,206,RAMOT HASHAVIM,4,42,421.0,20.0,131.0,1.0,1730.0,1730.0,1716.0,,1933,350,,1892967483.0,43.0,417.0,10002133.0,2018,Ramot HaShavim,
רמות מאיר,735,RAMOT ME'IR,4,43,432.0,30.0,143.0,1.0,753.0,753.0,744.0,,1949,310,1.0,1865064238.0,78.0,426.0,10002241.0,2018,Ramot Me'ir,
רמות מנשה,445,RAMOT MENASHE,2,23,236.0,13.0,,1.0,1144.0,1143.0,1110.0,1.0,1948,330,15.0,2057172257.0,148.0,254.0,10004394.0,2018,Ramot Menashe,213.0
רמות נפתלי,372,RAMOT NAFTALI,2,21,212.0,55.0,,1.0,556.0,556.0,537.0,,1945,310,1.0,2520277853.0,411.0,253.0,10004591.0,2018,Ramot Naftali,211.0
רמלה,8500,RAMLA,4,43,432.0,0.0,133.0,4.0,75538.0,57680.0,53975.0,17858.0,1948,150,,1875264837.0,60.0,415.0,10002228.0,2018,Ramla,
רמת גן,8600,RAMAT GAN,5,52,512.0,0.0,122.0,1.0,159159.0,158699.0,148955.0,460.0,1921,140,,1835466402.0,0.0,506.0,10001533.0,2018,Ramat Gan,
רמת דוד,135,RAMAT DAWID,2,23,234.0,9.0,,1.0,503.0,503.0,494.0,,1926,330,15.0,2192473153.0,58.0,254.0,10004411.0,2018,Ramat Dawid,213.0
רמת הכובש,184,RAMAT HAKOVESH,4,42,421.0,20.0,141.0,1.0,1098.0,1098.0,1064.0,,1932,330,15.0,1943668046.0,57.0,417.0,10002133.0,2018,Ramat HaKovesh,
רמת השופט,335,RAMAT HASHOFET,2,23,236.0,13.0,,1.0,1067.0,1067.0,1002.0,,1941,330,15.0,2091072404.0,210.0,254.0,10004394.0,2018,Ramat HaShofet,213.0
רמת השרון,2650,RAMAT HASHARON,5,51,511.0,0.0,121.0,1.0,46720.0,46662.0,45974.0,58.0,1923,160,,1851967183.0,10.0,553.0,10001605.0,2018,Ramat HaSharon,
רמת יוחנן,178,RAMAT YOHANAN,3,31,311.0,12.0,222.0,1.0,982.0,982.0,954.0,,1932,330,15.0,2117574431.0,30.0,301.0,10004207.0,2018,Ramat Yohanan,
רמת ישי,122,RAMAT YISHAY,2,23,235.0,99.0,242.0,1.0,7722.0,7714.0,7578.0,8.0,1925,180,,2158173426.0,62.0,257.0,10004411.0,2018,Ramat Yishay,
"רמת כוכב מ""א 7",1828,,2,23,233.0,7.0,,,,,,,,530,,2497072050.0,,,,2018,,214.0
"רמת כוכב מ""א 8",1829,,2,23,233.0,8.0,,,,,,,,530,,2427072230.0,,,,2018,,213.0
"רמת כוכב מ""א 9",1830,,2,23,233.0,9.0,,,,,,,,530,,2362072710.0,,,,2018,,213.0
"רמת כוכב של""ש",1831,,2,23,233.0,,,,,,,,,530,,,,,,2018,,
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,29,294.0,71.0,,1.0,704.0,704.0,704.0,,1968,320,2.0,2759575016.0,419.0,219.0,10004579.0,2018,Ramat Magshimim,211.0
"רמת מנשה מ""א 13",1837,,2,23,236.0,13.0,,,,,,,,530,,2093072110.0,,,,2018,,213.0
"רמת מנשה של""ש",1838,,2,23,236.0,,,,,,,,,530,,,,,,2018,,
רמת צבי,339,RAMAT ZEVI,2,23,233.0,8.0,,1.0,690.0,685.0,676.0,5.0,1942,310,1.0,2391272193.0,29.0,204.0,10004394.0,2018,Ramat Zevi,213.0
רמת רזיאל,460,RAMAT RAZI'EL,1,11,111.0,26.0,444.0,1.0,655.0,655.0,642.0,,1948,310,9.0,2070263124.0,615.0,151.0,15000597.0,2018,Ramat Razi'el,
רמת רחל,127,RAMAT RAHEL,1,11,111.0,26.0,444.0,1.0,545.0,545.0,532.0,,1926,330,15.0,2207962740.0,738.0,151.0,15000705.0,2018,Ramat Rahel,
רנן,789,RANNEN,6,62,622.0,42.0,344.0,1.0,671.0,671.0,658.0,,1950,310,1.0,1620758303.0,92.0,651.0,10001893.0,2018,Rannen,620.0
רעים,713,RE'IM,6,62,622.0,38.0,,1.0,418.0,417.0,386.0,1.0,1949,330,15.0,1485858842.0,37.0,651.0,10001893.0,2018,Re'im,620.0
רעננה,8700,RA'ANNANA,4,42,421.0,0.0,131.0,1.0,73999.0,73920.0,72054.0,79.0,1921,150,,1879267695.0,25.0,416.0,10002133.0,2018,Ra'annana,410.0
רקפת,1228,RAQQEFET,2,24,241.0,56.0,241.0,1.0,1049.0,1045.0,1026.0,4.0,1981,370,1.0,2250575116.0,269.0,205.0,10004513.0,2018,Raqqefet,210.0
רשפון,247,RISHPON,4,41,411.0,19.0,141.0,1.0,1445.0,1444.0,1411.0,1.0,1936,310,1.0,1836167861.0,20.0,401.0,10001605.0,2018,Rishpon,
רשפים,437,RESHAFIM,2,23,231.0,7.0,,1.0,1040.0,1040.0,1020.0,,1948,330,15.0,2450770974.0,-116.0,202.0,10004568.0,2018,Reshafim,214.0
רתמים,1260,RETAMIM,6,62,626.0,48.0,,1.0,487.0,487.0,486.0,,1983,320,15.0,1703055150.0,259.0,620.0,10001918.0,2018,Retamim,610.0
שאר ישוב,324,SHE'AR YASHUV,2,21,211.0,55.0,,1.0,667.0,666.0,639.0,1.0,1940,310,6.0,2606879240.0,109.0,253.0,10004591.0,2018,She'ar Yashuv,211.0
שבי דרום,1377,SHAVE DAROM,6,62,621.0,42.0,,1.0,131.0,131.0,131.0,,2017,310,,1653759720.0,130.0,651.0,10001930.0,2018,Shave Darom,620.0
שבי ציון,282,SHAVE ZIYYON,2,24,245.0,4.0,241.0,1.0,1141.0,1141.0,1118.0,,1938,320,10.0,2081476512.0,0.0,201.0,10004302.0,2018,Shave Ziyyon,212.0
שבי שומרון,3571,SHAVE SHOMERON,7,72,,72.0,,1.0,929.0,929.0,928.0,,1977,370,11.0,2176368555.0,300.0,710.0,10003262.0,2018,Shave Shomeron,
שבלי - אום אל-גנם,913,SHIBLI-UMM AL-GHANAM,2,23,237.0,99.0,,2.0,5995.0,3.0,,5992.0,,280,,2380073276.0,60.0,251.0,10004394.0,2018,Shibli-Umm Al-Ghanam,214.0
שגב-שלום,1286,SEGEV-SHALOM,6,62,623.0,99.0,342.0,2.0,10362.0,3.0,,10359.0,,270,,1846556744.0,290.0,652.0,15003711.0,2018,Segev-Shalom,610.0
שדה אילן,721,SEDE ILAN,2,22,222.0,3.0,,1.0,586.0,586.0,586.0,,1949,310,2.0,2399773940.0,181.0,206.0,10004552.0,2018,Sede Ilan,214.0
שדה אליהו,304,SEDE ELIYYAHU,2,23,231.0,7.0,,1.0,691.0,691.0,685.0,,1939,330,3.0,2485370519.0,-201.0,202.0,10004568.0,2018,Sede Eliyyahu,214.0
שדה אליעזר,861,SEDE ELI'EZER,2,21,211.0,55.0,,1.0,800.0,799.0,781.0,1.0,1952,310,6.0,2530877233.0,130.0,253.0,10004540.0,2018,Sede Eli'ezer,211.0
שדה בוקר,885,SEDE BOQER,6,62,626.0,48.0,,1.0,464.0,464.0,445.0,,1952,330,15.0,1801553146.0,470.0,620.0,10001918.0,2018,Sede Boqer,610.0
שדה דוד,36,SEDE DAWID,6,61,612.0,50.0,,1.0,547.0,547.0,538.0,,1955,310,6.0,1700060943.0,82.0,634.0,10001813.0,2018,Sede Dawid,
שדה ורבורג,284,SEDE WARBURG,4,42,421.0,20.0,141.0,1.0,1486.0,1486.0,1471.0,,1938,310,10.0,1910467936.0,29.0,417.0,10002133.0,2018,Sede Warburg,
שדה יואב,293,SEDE YO'AV,6,61,611.0,35.0,,1.0,543.0,543.0,524.0,,1956,330,15.0,1694461708.0,88.0,632.0,10001813.0,2018,Sede Yo'av,420.0
שדה יעקב,142,SEDE YA'AQOV,2,23,235.0,9.0,,1.0,1108.0,1108.0,1103.0,,1927,310,2.0,2135273371.0,40.0,254.0,10004411.0,2018,Sede Ya'aqov,213.0
שדה יצחק,2008,SEDE YIZHAQ,3,32,324.0,14.0,,1.0,671.0,668.0,635.0,3.0,1952,310,1.0,1996070126.0,30.0,351.0,15002436.0,2018,Sede Yizhaq,
שדה משה,18,SEDE MOSHE,6,61,612.0,50.0,,1.0,774.0,773.0,756.0,1.0,1956,310,1.0,1812461328.0,120.0,634.0,10001813.0,2018,Sede Moshe,
שדה נחום,259,SEDE NAHUM,2,23,231.0,7.0,,1.0,716.0,716.0,700.0,,1937,330,15.0,2454871481.0,-102.0,202.0,10004568.0,2018,Sede Nahum,214.0
שדה נחמיה,329,SEDE NEHEMYA,2,21,211.0,1.0,,1.0,1216.0,1215.0,1184.0,1.0,1940,330,15.0,2585578807.0,75.0,253.0,10004591.0,2018,Sede Nehemya,211.0
שדה ניצן,1058,SEDE NIZZAN,6,62,622.0,38.0,,1.0,330.0,330.0,326.0,,1973,310,1.0,1446557122.0,129.0,651.0,10001893.0,2018,Sede Nizzan,620.0
שדה עוזיהו,739,SEDE UZZIYYAHU,6,61,611.0,33.0,143.0,1.0,1549.0,1545.0,1536.0,4.0,1950,310,6.0,1695562943.0,30.0,616.0,10001821.0,2018,Sede Uzziyyahu,420.0
שדה צבי,2049,SEDE ZEVI,6,62,621.0,42.0,,1.0,662.0,662.0,659.0,,1953,310,10.0,1726759530.0,198.0,651.0,10001930.0,2018,Sede Zevi,620.0
שדות ים,327,SEDOT YAM,3,32,324.0,15.0,,1.0,1055.0,1054.0,1011.0,1.0,1940,330,15.0,1901471092.0,0.0,303.0,10004261.0,2018,Sedot Yam,
שדות מיכה,27,SEDOT MIKHA,1,11,112.0,26.0,,1.0,391.0,391.0,390.0,,1955,310,1.0,1925462543.0,197.0,151.0,15000597.0,2018,Sedot Mikha,
שדי אברהם,1223,SEDE AVRAHAM,6,62,622.0,38.0,,1.0,362.0,362.0,356.0,,1981,310,1.0,1367156924.0,80.0,651.0,10001893.0,2018,Sede Avraham,620.0
שדי חמד,2015,SEDE HEMED,4,42,421.0,20.0,142.0,1.0,1017.0,1017.0,997.0,,1952,310,1.0,1948167404.0,31.0,417.0,10002133.0,2018,Sede Hemed,
שדי תרומות,2057,SEDE TERUMOT,2,23,231.0,7.0,,1.0,452.0,452.0,451.0,,1951,310,2.0,2459270520.0,-136.0,202.0,10004568.0,2018,Sede Terumot,214.0
שדמה,555,SHEDEMA,4,44,441.0,32.0,143.0,1.0,623.0,623.0,618.0,,1954,310,10.0,1756363779.0,37.0,456.0,15002488.0,2018,Shedema,
שדמות דבורה,306,SHADMOT DEVORA,2,22,222.0,3.0,,1.0,686.0,685.0,671.0,1.0,1939,310,1.0,2411773355.0,80.0,206.0,10004552.0,2018,Shadmot Devora,214.0
שדמות מחולה,3578,SHADMOT MEHOLA,7,75,,75.0,,1.0,645.0,645.0,644.0,,1979,320,2.0,2504469484.0,-231.0,712.0,10003262.0,2018,Shadmot Mehola,
שדרות,1031,SEDEROT,6,61,614.0,0.0,,1.0,26455.0,26323.0,24752.0,132.0,1951,160,,1614960412.0,60.0,611.0,10001829.0,2018,Sederot,620.0
שואבה,741,SHO'EVA,1,11,111.0,26.0,444.0,1.0,659.0,659.0,648.0,,1950,310,10.0,2074863395.0,592.0,151.0,15000597.0,2018,Sho'eva,
שובה,761,SHUVA,6,62,621.0,39.0,,1.0,694.0,694.0,694.0,,1950,310,2.0,1566959571.0,94.0,651.0,10001930.0,2018,Shuva,620.0
שובל,394,SHOVAL,6,62,621.0,41.0,341.0,1.0,802.0,802.0,756.0,,1946,330,15.0,1756759141.0,189.0,625.0,10001946.0,2018,Shoval,620.0
שוהם,1304,SHOHAM,4,43,432.0,99.0,142.0,1.0,20990.0,20987.0,20821.0,3.0,1993,160,,1949265611.0,60.0,421.0,10002168.0,2018,Shoham,
שומרה,614,SHOMERA,2,24,244.0,52.0,,1.0,340.0,337.0,335.0,3.0,1949,310,1.0,2268677643.0,530.0,255.0,10004302.0,2018,Shomera,212.0
שומרייה,1265,SHOMERIYYA,6,62,623.0,41.0,341.0,1.0,806.0,806.0,806.0,,1984,330,15.0,1889659340.0,360.0,625.0,10001937.0,2018,Shomeriyya,620.0
שוקדה,415,SHOQEDA,6,62,621.0,39.0,,1.0,559.0,559.0,556.0,,1957,310,2.0,1548259242.0,74.0,651.0,10001930.0,2018,Shoqeda,620.0
שורש,456,SHORESH,1,11,111.0,26.0,444.0,1.0,1249.0,1247.0,1203.0,2.0,1948,320,6.0,2062863383.0,628.0,151.0,15000597.0,2018,Shoresh,
שורשים,1235,SHORASHIM,2,24,242.0,56.0,241.0,1.0,498.0,497.0,487.0,1.0,1985,320,1.0,2245475533.0,53.0,205.0,10004513.0,2018,Shorashim,210.0
שושנת העמקים,224,SHOSHANNAT HAAMAQIM,4,41,411.0,16.0,141.0,1.0,496.0,496.0,489.0,,1951,350,,1867569564.0,14.0,409.0,10002089.0,2018,Shoshannat HaAmaqim,
שזור,527,SHEZOR,2,24,242.0,2.0,,1.0,312.0,311.0,307.0,1.0,1953,310,1.0,2333275981.0,259.0,209.0,10004465.0,2018,Shezor,211.0
שחר,7,SHAHAR,6,61,612.0,50.0,,1.0,875.0,875.0,866.0,,1955,310,1.0,1739861424.0,83.0,634.0,10001813.0,2018,Shahar,
שחרות,1266,SHAHARUT,6,62,627.0,53.0,,1.0,138.0,138.0,126.0,,1985,370,13.0,1996642396.0,500.0,608.0,10001955.0,2018,Shaharut,
שיבולים,865,SHIBBOLIM,6,62,621.0,39.0,,1.0,307.0,307.0,305.0,,1952,310,2.0,1626858946.0,113.0,651.0,10001930.0,2018,Shibbolim,620.0
שיטים,1267,SHITTIM,6,62,627.0,53.0,,,,,,,,510,,2013045424.0,292.0,608.0,10001955.0,2018,Shittim,
שייח' דנון,658,SHEIKH DANNUN,2,24,243.0,4.0,,2.0,2851.0,2.0,,2849.0,,290,,2141776648.0,55.0,201.0,10004302.0,2018,Sheikh Dannun,212.0
שילה,3641,SHILO,7,74,,73.0,,1.0,4153.0,4153.0,4151.0,,1979,190,,2286166224.0,639.0,711.0,10003299.0,2018,Shilo,
שילת,1165,SHILAT,4,43,431.0,25.0,142.0,1.0,757.0,757.0,748.0,,1977,310,6.0,2020064728.0,228.0,424.0,10002277.0,2018,Shilat,
שכניה,1160,SHEKHANYA,2,24,241.0,56.0,241.0,1.0,806.0,806.0,802.0,,1980,370,10.0,2234375043.0,404.0,205.0,10004513.0,2018,Shekhanya,210.0
שלווה,873,SHALWA,6,61,612.0,34.0,,1.0,483.0,483.0,476.0,,1952,310,2.0,1779360802.0,157.0,631.0,10001813.0,2018,Shalwa,
שלווה במדבר,1373,SHALVA BAMIDBAR,6,62,626.0,48.0,,,,,,,,510,,1746152689.0,497.0,620.0,10001918.0,2018,Shalva Bamidbar,610.0
שלוחות,439,SHELUHOT,2,23,231.0,7.0,,1.0,462.0,462.0,462.0,,1948,330,3.0,2454070861.0,-116.0,202.0,10004568.0,2018,Sheluhot,214.0
שלומי,812,SHELOMI,2,24,245.0,99.0,,1.0,6351.0,6259.0,5798.0,92.0,1950,180,,2142377562.0,25.0,255.0,10004302.0,2018,Shelomi,212.0
שלומית,1364,SHLOMIT,6,62,622.0,38.0,,1.0,305.0,305.0,305.0,,2011,370,11.0,1337756441.0,90.0,651.0,10001893.0,2018,Shlomit,620.0
שלומציון,1793,,7,75,,75.0,,,,,,,,520,,2467566743.0,-267.0,712.0,10003262.0,2018,,
שמיר,366,SHAMIR,2,21,211.0,1.0,,1.0,912.0,912.0,860.0,,1944,330,15.0,2619478579.0,169.0,253.0,10004591.0,2018,Shamir,211.0
שמעה,3784,SHIM'A,7,77,,78.0,,1.0,714.0,714.0,710.0,,1985,370,11.0,2012258844.0,570.0,715.0,15003512.0,2018,Shim'a,
שמרת,432,SHAMERAT,2,24,246.0,4.0,241.0,1.0,555.0,555.0,541.0,,1948,330,15.0,2092076183.0,11.0,201.0,10004315.0,2018,Shamerat,212.0
שמשית,1337,SHIMSHIT,2,23,237.0,9.0,242.0,1.0,2547.0,2547.0,2536.0,,2000,190,,2234173758.0,160.0,254.0,10004426.0,2018,Shimshit,213.0
שני,1287,SHANI,6,62,623.0,,,1.0,546.0,545.0,466.0,1.0,1989,370,11.0,2066558490.0,668.0,699.0,10001937.0,2018,Shani,
שניר,1132,SENIR,2,21,211.0,1.0,,1.0,562.0,561.0,553.0,1.0,1967,330,15.0,2635679412.0,284.0,253.0,10004591.0,2018,Senir,211.0
שעב,538,SHA'AB,2,24,241.0,99.0,241.0,2.0,6941.0,3.0,1.0,6938.0,,280,,2226375498.0,20.0,263.0,15002411.0,2018,Sha'ab,
שעל,4009,SHA'AL,2,29,292.0,71.0,,1.0,263.0,263.0,256.0,,1976,310,9.0,2674078025.0,721.0,219.0,10004579.0,2018,Sha'al,211.0
שעלבים,856,SHA'ALVIM,4,43,431.0,30.0,143.0,1.0,1899.0,1898.0,1898.0,1.0,1951,330,8.0,1984964193.0,168.0,426.0,10002277.0,2018,Sha'alvim,
שער אפרים,661,SHA'AR EFRAYIM,4,41,412.0,18.0,141.0,1.0,1893.0,1890.0,1868.0,3.0,1953,310,1.0,1999268840.0,40.0,412.0,10002155.0,2018,Sha'ar Efrayim,
שער הגולן,264,SHA'AR HAGOLAN,2,22,221.0,6.0,,1.0,552.0,552.0,535.0,,1937,330,15.0,2569373258.0,-210.0,214.0,10004552.0,2018,Sha'ar HaGolan,214.0
שער העמקים,237,SHA'AR HAAMAQIM,3,31,311.0,12.0,222.0,1.0,746.0,746.0,713.0,,1935,330,15.0,2108373650.0,19.0,301.0,10004207.0,2018,Sha'ar HaAmaqim,
שער מנשה,921,SHA'AR MENASHE,3,32,324.0,14.0,,1.0,590.0,527.0,507.0,63.0,1949,340,,2016170594.0,30.0,351.0,15002436.0,2018,Sha'ar Menashe,
שערי תקווה,3720,SHA'ARE TIQWA,7,73,,72.0,145.0,1.0,6011.0,6009.0,5841.0,2.0,1983,180,,2026666995.0,99.0,710.0,10003262.0,2018,Sha'are Tiqwa,
שפיים,232,SHEFAYIM,4,41,411.0,19.0,141.0,1.0,1276.0,1275.0,1258.0,1.0,1935,330,15.0,1835968047.0,21.0,401.0,15000060.0,2018,Shefayim,
שפיר,692,SHAFIR,6,61,611.0,34.0,,1.0,904.0,904.0,899.0,,1949,310,2.0,1743562283.0,50.0,631.0,10001821.0,2018,Shafir,
"שפלת יהודה מ""א 26",1803,,1,11,112.0,26.0,,,,,,,,530,,1939062680.0,,,,2018,,
"שפלת יהודה של""ש",1804,,1,11,112.0,,,,,,,,,530,,,,,,2018,,
שפר,846,SHEFER,2,21,212.0,2.0,,1.0,425.0,424.0,419.0,1.0,1950,310,1.0,2411276098.0,549.0,209.0,10004528.0,2018,Shefer,211.0
שפרעם,8800,SHEFAR'AM,2,24,241.0,0.0,241.0,2.0,41558.0,168.0,119.0,41390.0,,260,,2164074572.0,38.0,261.0,10004497.0,2018,Shefar'am,310.0
שקד,3649,SHAQED,7,71,,72.0,,1.0,972.0,972.0,946.0,,1981,370,9.0,2160970880.0,369.0,710.0,10003262.0,2018,Shaqed,
שקף,1233,SHEQEF,6,61,612.0,50.0,,1.0,461.0,461.0,460.0,,1982,310,9.0,1939560256.0,390.0,634.0,10001813.0,2018,Sheqef,
