סמל יישוב,יישוב מחושב,תאור קבוצה סטטיסטית,שנת הודעה,Total,2019,2018,2017,2016,2015,2014
1296.0,כיסרא סומיע,עבירות בטחון,,16,3,2,5,5,1,-
1296.0,כיסרא סומיע,עבירות כלפי המוסר,,44,10,8,7,8,3,8
1296.0,כיסרא סומיע,עבירות כלפי הרכוש,,165,23,34,30,20,37,21
1296.0,כיסרא סומיע,עבירות מין,,8,-,2,1,2,2,1
1296.0,כיסרא סומיע,עבירות מרמה,,18,11,1,2,2,1,1
1296.0,כיסרא סומיע,עבירות נגד אדם,,4,1,-,1,1,1,-
1296.0,כיסרא סומיע,עבירות נגד גוף,,151,23,24,31,20,25,28
1296.0,כיסרא סומיע,עבירות סדר ציבורי,,312,64,59,58,38,50,43
1296.0,כיסרא סומיע,עבירות רשוי,,4,1,-,-,2,-,1
1296.0,כיסרא סומיע,עבירות תנועה,,4,2,-,-,2,-,-
1059.0,כסיפה,Total,,1736,347,316,322,202,258,291
1059.0,כסיפה,-,,1,1,-,-,-,-,-
1059.0,כסיפה,סעיפי הגדרה,,3,-,1,2,-,-,-
1059.0,כסיפה,עבירות בטחון,,106,24,10,24,19,13,16
1059.0,כסיפה,עבירות כלכליות,,4,-,2,1,-,1,-
1059.0,כסיפה,עבירות כלפי המוסר,,26,10,4,3,1,3,5
1059.0,כסיפה,עבירות כלפי הרכוש,,371,72,58,62,50,69,60
1059.0,כסיפה,עבירות מין,,13,1,5,4,1,-,2
1059.0,כסיפה,עבירות מרמה,,70,8,5,12,9,11,25
1059.0,כסיפה,עבירות נגד אדם,,17,-,1,6,1,5,4
1059.0,כסיפה,עבירות נגד גוף,,435,97,69,73,64,62,70
1059.0,כסיפה,עבירות סדר ציבורי,,1103,242,216,225,99,160,161
1059.0,כסיפה,עבירות רשוי,,16,2,3,-,4,3,4
1059.0,כסיפה,עבירות תנועה,,31,9,1,7,4,9,1
1059.0,כסיפה,שאר עבירות,,3,-,-,1,1,1,-
978.0,כעביה טבאש חג'אג'רה,Total,,662,107,116,139,87,94,119
978.0,כעביה טבאש חג'אג'רה,-,,1,-,-,-,-,1,-
978.0,כעביה טבאש חג'אג'רה,סעיפי הגדרה,,2,-,-,-,-,-,2
978.0,כעביה טבאש חג'אג'רה,עבירות בטחון,,22,8,4,6,1,2,1
978.0,כעביה טבאש חג'אג'רה,עבירות כלכליות,,1,1,-,-,-,-,-
978.0,כעביה טבאש חג'אג'רה,עבירות כלפי המוסר,,16,-,5,5,2,2,2
978.0,כעביה טבאש חג'אג'רה,עבירות כלפי הרכוש,,219,39,26,49,35,23,47
978.0,כעביה טבאש חג'אג'רה,עבירות מין,,8,2,4,-,-,1,1
978.0,כעביה טבאש חג'אג'רה,עבירות מרמה,,12,2,3,2,1,2,2
978.0,כעביה טבאש חג'אג'רה,עבירות נגד גוף,,205,28,37,36,31,35,38
978.0,כעביה טבאש חג'אג'רה,עבירות סדר ציבורי,,352,59,62,83,41,48,59
978.0,כעביה טבאש חג'אג'רה,עבירות רשוי,,3,-,2,-,-,1,-
978.0,כעביה טבאש חג'אג'רה,עבירות תנועה,,2,-,-,1,-,1,-
633.0,כפר ברא,Total,,730,123,141,127,127,112,100
633.0,כפר ברא,סעיפי הגדרה,,1,-,-,-,1,-,-
633.0,כפר ברא,עבירות בטחון,,40,4,7,8,6,8,7
633.0,כפר ברא,עבירות כלכליות,,1,1,-,-,-,-,-
633.0,כפר ברא,עבירות כלפי המוסר,,51,14,14,8,7,1,7
633.0,כפר ברא,עבירות כלפי הרכוש,,241,38,38,35,52,51,27
633.0,כפר ברא,עבירות מין,,7,-,2,2,1,1,1
633.0,כפר ברא,עבירות מרמה,,36,5,10,9,7,4,1
633.0,כפר ברא,עבירות נגד אדם,,5,1,2,-,-,1,1
633.0,כפר ברא,עבירות נגד גוף,,151,27,33,22,27,24,18
633.0,כפר ברא,עבירות סדר ציבורי,,395,68,66,69,62,63,67
633.0,כפר ברא,עבירות רשוי,,4,1,2,-,-,1,-
633.0,כפר ברא,עבירות תנועה,,7,-,2,-,1,3,1
1263.0,כפר ורדים,Total,,553,57,97,98,103,92,106
1263.0,כפר ורדים,עבירות בטחון,,3,1,1,-,-,-,1
1263.0,כפר ורדים,עבירות כלפי המוסר,,112,10,18,31,27,16,10
1263.0,כפר ורדים,עבירות כלפי הרכוש,,243,18,41,44,46,35,59
1263.0,כפר ורדים,עבירות מין,,13,3,3,2,1,4,-
1263.0,כפר ורדים,עבירות מרמה,,29,2,5,4,2,5,11
1263.0,כפר ורדים,עבירות נגד גוף,,79,8,17,8,13,19,14
1263.0,כפר ורדים,עבירות סדר ציבורי,,149,16,29,17,27,30,30
1263.0,כפר ורדים,עבירות רשוי,,5,3,1,-,-,1,-
1263.0,כפר ורדים,עבירות תנועה,,15,2,1,5,3,3,1
507.0,כפר יאסיף,Total,,2313,447,403,377,355,339,392
507.0,כפר יאסיף,-,,2,1,-,-,1,-,-
507.0,כפר יאסיף,עבירות בטחון,,70,21,8,12,7,11,11
507.0,כפר יאסיף,עבירות כלכליות,,9,-,4,1,-,1,3
507.0,כפר יאסיף,עבירות כלפי המוסר,,650,121,127,96,94,105,107
507.0,כפר יאסיף,עבירות כלפי הרכוש,,566,111,91,100,97,79,88
507.0,כפר יאסיף,עבירות מין,,23,8,5,2,2,4,2
507.0,כפר יאסיף,עבירות מרמה,,91,16,11,16,13,13,22
507.0,כפר יאסיף,עבירות נגד אדם,,8,3,1,1,1,1,1
507.0,כפר יאסיף,עבירות נגד גוף,,401,72,69,66,60,55,79
507.0,כפר יאסיף,עבירות סדר ציבורי,,948,183,171,168,146,124,156
507.0,כפר יאסיף,עבירות רשוי,,16,2,1,-,2,1,10
507.0,כפר יאסיף,עבירות תנועה,,24,1,7,3,4,6,3
507.0,כפר יאסיף,שאר עבירות,,1,-,-,-,-,-,1
168.0,כפר יונה,Total,,4036,584,541,624,718,775,794
168.0,כפר יונה,-,,10,3,1,2,1,1,2
168.0,כפר יונה,סעיפי הגדרה,,2,-,-,1,-,-,1
168.0,כפר יונה,עבירות בטחון,,21,6,2,-,4,4,5
168.0,כפר יונה,עבירות כלכליות,,5,-,-,-,1,2,2
168.0,כפר יונה,עבירות כלפי המוסר,,391,57,102,37,80,52,63
168.0,כפר יונה,עבירות כלפי הרכוש,,1849,285,203,294,344,348,375
168.0,כפר יונה,עבירות מין,,84,16,11,17,11,16,13
168.0,כפר יונה,עבירות מנהליות,,4,-,-,-,-,1,3
168.0,כפר יונה,עבירות מרמה,,136,13,16,18,47,23,19
168.0,כפר יונה,עבירות נגד אדם,,5,2,-,1,1,1,-
168.0,כפר יונה,עבירות נגד גוף,,763,109,94,119,129,158,154
168.0,כפר יונה,עבירות סדר ציבורי,,1534,201,210,248,258,318,299
168.0,כפר יונה,עבירות רשוי,,7,2,1,1,-,1,2
168.0,כפר יונה,עבירות תנועה,,14,3,1,3,2,2,3
508.0,כפר כמא,Total,,128,17,24,17,23,20,27
508.0,כפר כמא,עבירות בטחון,,1,-,-,-,1,-,-
508.0,כפר כמא,עבירות כלפי המוסר,,10,4,1,3,2,-,-
508.0,כפר כמא,עבירות כלפי הרכוש,,56,5,13,8,8,9,13
508.0,כפר כמא,עבירות מין,,3,-,-,-,1,-,2
508.0,כפר כמא,עבירות מרמה,,5,-,1,-,-,1,3
508.0,כפר כמא,עבירות נגד גוף,,37,6,8,4,7,5,7
508.0,כפר כמא,עבירות סדר ציבורי,,53,5,8,8,11,11,10
508.0,כפר כמא,עבירות תנועה,,3,2,-,-,-,-,1
509.0,כפר כנא,Total,,4092,868,837,710,597,585,495
509.0,כפר כנא,סעיפי הגדרה,,5,2,-,-,3,-,-
509.0,כפר כנא,עבירות בטחון,,281,38,49,41,56,60,37
509.0,כפר כנא,עבירות כלכליות,,15,6,4,1,2,2,-
509.0,כפר כנא,עבירות כלפי המוסר,,567,87,182,157,75,41,25
509.0,כפר כנא,עבירות כלפי הרכוש,,765,159,141,102,117,124,122
509.0,כפר כנא,עבירות מין,,26,8,5,1,3,5,4
509.0,כפר כנא,עבירות מרמה,,125,27,30,17,17,14,20
509.0,כפר כנא,עבירות נגד אדם,,21,3,3,3,6,3,3
509.0,כפר כנא,עבירות נגד גוף,,858,180,157,134,124,141,122
509.0,כפר כנא,עבירות סדר ציבורי,,2348,522,457,397,347,343,282
509.0,כפר כנא,עבירות רשוי,,21,6,2,-,5,4,4
509.0,כפר כנא,עבירות תנועה,,21,4,4,3,2,6,2
509.0,כפר כנא,שאר עבירות,,2,1,-,-,-,-,1
510.0,כפר מנדא,Total,,3496,671,688,648,565,506,418
510.0,כפר מנדא,-,,2,1,-,-,1,-,-
510.0,כפר מנדא,סעיפי הגדרה,,2,-,-,-,1,-,1
510.0,כפר מנדא,עבירות בטחון,,158,31,34,22,24,21,26
510.0,כפר מנדא,עבירות כלכליות,,56,4,2,1,3,45,1
510.0,כפר מנדא,עבירות כלפי המוסר,,610,86,57,205,107,91,64
510.0,כפר מנדא,עבירות כלפי הרכוש,,774,143,145,145,113,121,107
510.0,כפר מנדא,עבירות מין,,22,1,2,5,-,12,2
510.0,כפר מנדא,עבירות מנהליות,,1,-,-,-,-,-,1
510.0,כפר מנדא,עבירות מרמה,,221,13,15,25,69,73,26
510.0,כפר מנדא,עבירות נגד אדם,,5,-,3,1,-,1,-
510.0,כפר מנדא,עבירות נגד גוף,,866,239,234,106,114,91,82
510.0,כפר מנדא,עבירות סדר ציבורי,,1634,326,389,237,273,213,196
510.0,כפר מנדא,עבירות רשוי,,32,4,2,15,7,2,2
510.0,כפר מנדא,עבירות תנועה,,22,1,7,4,2,7,1
6900.0,כפר סבא,Total,,19488,2620,2688,3316,3505,3731,3628
6900.0,כפר סבא,-,,17,8,4,2,2,1,-
6900.0,כפר סבא,סעיפי הגדרה,,15,3,5,4,-,-,3
6900.0,כפר סבא,עבירות בטחון,,58,6,4,8,16,9,15
6900.0,כפר סבא,עבירות כלכליות,,30,4,3,4,4,11,4
6900.0,כפר סבא,עבירות כלפי המוסר,,1403,166,273,281,345,224,114
6900.0,כפר סבא,עבירות כלפי הרכוש,,10510,1428,1279,1731,1870,2118,2084
6900.0,כפר סבא,עבירות מין,,379,47,70,49,81,63,69
6900.0,כפר סבא,עבירות מרמה,,1143,157,138,193,181,313,161
6900.0,כפר סבא,עבירות נגד אדם,,14,5,2,3,3,-,1
6900.0,כפר סבא,עבירות נגד גוף,,2851,416,462,496,491,520,466
6900.0,כפר סבא,עבירות סדר ציבורי,,6260,785,854,1124,1066,1221,1210
6900.0,כפר סבא,עבירות רשוי,,48,12,14,6,2,4,10
6900.0,כפר סבא,עבירות תנועה,,87,13,16,24,10,11,13
6900.0,כפר סבא,שאר עבירות,,1,-,-,-,-,-,1
634.0,כפר קאסם,Total,,5852,1049,1189,1013,837,867,897
634.0,כפר קאסם,-,,5,5,-,-,-,-,-
634.0,כפר קאסם,סעיפי הגדרה,,4,2,-,-,-,1,1
634.0,כפר קאסם,עבירות בטחון,,320,51,43,52,60,54,60
634.0,כפר קאסם,עבירות כלכליות,,9,5,2,1,-,-,1
634.0,כפר קאסם,עבירות כלפי המוסר,,465,78,104,102,61,54,66
634.0,כפר קאסם,עבירות כלפי הרכוש,,1574,250,253,264,267,247,293
634.0,כפר קאסם,עבירות מין,,29,6,2,3,5,5,8
634.0,כפר קאסם,עבירות מרמה,,244,61,53,41,32,23,34
634.0,כפר קאסם,עבירות נגד אדם,,46,7,10,14,8,5,2
634.0,כפר קאסם,עבירות נגד גוף,,1093,201,169,158,173,200,192
634.0,כפר קאסם,עבירות סדר ציבורי,,3294,591,755,581,420,498,449
634.0,כפר קאסם,עבירות רשוי,,45,16,7,3,8,3,8
634.0,כפר קאסם,עבירות תנועה,,74,7,10,15,12,17,13
634.0,כפר קאסם,שאר עבירות,,2,-,-,1,-,1,-
654.0,כפר קרע,Total,,4042,567,662,604,780,743,686
654.0,כפר קרע,-,,4,-,1,-,-,1,2
654.0,כפר קרע,סעיפי הגדרה,,5,1,-,-,1,3,-
654.0,כפר קרע,עבירות בטחון,,187,32,28,29,30,33,35
654.0,כפר קרע,עבירות כלכליות,,8,1,1,3,2,1,-
654.0,כפר קרע,עבירות כלפי המוסר,,746,50,120,91,192,164,129
654.0,כפר קרע,עבירות כלפי הרכוש,,1246,186,191,203,228,231,207
654.0,כפר קרע,עבירות מין,,27,4,5,2,3,3,10
654.0,כפר קרע,עבירות מרמה,,136,21,17,26,23,21,28
654.0,כפר קרע,עבירות נגד אדם,,21,7,2,3,2,3,4
654.0,כפר קרע,עבירות נגד גוף,,717,115,97,122,137,132,114
654.0,כפר קרע,עבירות סדר ציבורי,,1864,287,324,252,336,351,314
654.0,כפר קרע,עבירות רשוי,,13,2,3,1,2,1,4
654.0,כפר קרע,עבירות תנועה,,23,2,3,2,4,8,4
654.0,כפר קרע,שאר עבירות,,2,-,-,1,-,-,1
267.0,כפר שמריהו,Total,,368,42,50,73,87,58,58
267.0,כפר שמריהו,עבירות בטחון,,2,1,-,1,-,-,-
267.0,כפר שמריהו,עבירות כלפי המוסר,,34,4,8,7,7,2,6
267.0,כפר שמריהו,עבירות כלפי הרכוש,,178,18,22,39,48,27,24
267.0,כפר שמריהו,עבירות מין,,1,-,1,-,-,-,-
267.0,כפר שמריהו,עבירות מרמה,,43,8,6,6,7,6,10
267.0,כפר שמריהו,עבירות נגד אדם,,1,1,-,-,-,-,-
267.0,כפר שמריהו,עבירות נגד גוף,,45,7,3,11,7,10,7
267.0,כפר שמריהו,עבירות סדר ציבורי,,122,17,15,22,28,24,16
267.0,כפר שמריהו,עבירות רשוי,,2,-,-,2,-,-,-
267.0,כפר שמריהו,עבירות תנועה,,4,1,-,1,-,2,-
47.0,כפר תבור,Total,,461,93,62,53,60,94,99
47.0,כפר תבור,עבירות בטחון,,2,-,1,1,-,-,-
47.0,כפר תבור,עבירות כלכליות,,1,-,-,-,1,-,-
47.0,כפר תבור,עבירות כלפי המוסר,,42,23,9,4,1,-,5
47.0,כפר תבור,עבירות כלפי הרכוש,,240,41,21,19,36,64,59
47.0,כפר תבור,עבירות מין,,7,-,3,2,-,1,1
47.0,כפר תבור,עבירות מרמה,,21,3,5,2,1,7,3
47.0,כפר תבור,עבירות נגד גוף,,75,10,9,13,15,11,17
47.0,כפר תבור,עבירות סדר ציבורי,,127,27,16,26,16,19,23
47.0,כפר תבור,עבירות רשוי,,3,-,1,-,-,-,2
47.0,כפר תבור,עבירות תנועה,,2,1,1,-,-,-,-
1139.0,כרמיאל,Total,,8828,1437,1586,1488,1475,1513,1329
1139.0,כרמיאל,-,,10,2,1,2,-,2,3
1139.0,כרמיאל,סעיפי הגדרה,,9,-,-,1,1,7,-
1139.0,כרמיאל,עבירות בטחון,,112,18,13,17,28,16,20
1139.0,כרמיאל,עבירות כלכליות,,72,7,5,-,10,46,4
1139.0,כרמיאל,עבירות כלפי המוסר,,1525,206,316,336,238,238,191
1139.0,כרמיאל,עבירות כלפי הרכוש,,2829,474,464,412,498,499,482
1139.0,כרמיאל,עבירות מין,,275,47,42,43,43,63,37
1139.0,כרמיאל,עבירות מרמה,,572,96,100,90,98,121,67
1139.0,כרמיאל,עבירות נגד אדם,,6,3,1,-,1,-,1
1139.0,כרמיאל,עבירות נגד גוף,,1672,285,300,280,293,274,240
1139.0,כרמיאל,עבירות סדר ציבורי,,3189,563,594,494,515,560,463
1139.0,כרמיאל,עבירות רשוי,,93,15,23,19,7,15,14
1139.0,כרמיאל,עבירות תנועה,,35,9,7,5,2,6,6
1139.0,כרמיאל,שאר עבירות,,2,1,-,-,-,-,1
1271.0,להבים,Total,,1052,184,179,165,147,170,207
1271.0,להבים,-,,2,1,1,-,-,-,-
1271.0,להבים,סעיפי הגדרה,,3,-,2,1,-,-,-
1271.0,להבים,עבירות בטחון,,7,2,-,-,1,3,1
1271.0,להבים,עבירות כלכליות,,2,-,2,-,-,-,-
1271.0,להבים,עבירות כלפי המוסר,,55,3,11,2,6,15,18
1271.0,להבים,עבירות כלפי הרכוש,,706,141,113,107,107,110,128
1271.0,להבים,עבירות מין,,8,1,2,2,-,-,3
1271.0,להבים,עבירות מנהליות,,1,-,1,-,-,-,-
1271.0,להבים,עבירות מרמה,,28,3,3,7,2,7,6
1271.0,להבים,עבירות נגד גוף,,89,11,10,23,13,14,18
1271.0,להבים,עבירות סדר ציבורי,,260,48,56,36,28,36,56
1271.0,להבים,עבירות רשוי,,8,-,2,2,1,-,3
1271.0,להבים,עבירות תנועה,,8,-,2,3,-,3,-
7000.0,לוד,Total,,23447,3377,3804,3790,3320,4139,5017
7000.0,לוד,-,,22,5,8,2,4,2,1
7000.0,לוד,לא ידוע,,1,-,-,1,-,-,-
7000.0,לוד,סעיפי הגדרה,,87,2,6,8,8,18,45
7000.0,לוד,עבירות בטחון,,842,116,119,128,149,156,174
7000.0,לוד,עבירות כלכליות,,147,11,27,22,12,44,31
7000.0,לוד,עבירות כלפי המוסר,,3745,482,623,531,435,916,758
7000.0,לוד,עבירות כלפי הרכוש,,9608,1277,1511,1742,1467,1541,2070
7000.0,לוד,עבירות מין,,364,44,78,61,51,65,65
7000.0,לוד,עבירות מנהליות,,7,-,1,1,-,2,3
7000.0,לוד,עבירות מרמה,,1285,253,169,161,149,206,347
7000.0,לוד,עבירות נגד אדם,,75,12,6,14,19,13,11
7000.0,לוד,עבירות נגד גוף,,4324,667,753,724,676,741,763
7000.0,לוד,עבירות סדר ציבורי,,8924,1320,1480,1440,1235,1590,1859
7000.0,לוד,עבירות רשוי,,160,40,38,34,7,14,27
7000.0,לוד,עבירות תנועה,,121,21,19,14,15,35,17
7000.0,לוד,שאר עבירות,,12,2,-,-,2,5,3
1060.0,לקיה,Total,,2153,393,421,395,284,339,321
1060.0,לקיה,-,,2,1,-,-,-,1,-
1060.0,לקיה,סעיפי הגדרה,,7,-,3,1,-,1,2
1060.0,לקיה,עבירות בטחון,,179,26,37,43,25,29,19
1060.0,לקיה,עבירות כלכליות,,5,1,2,-,1,-,1
1060.0,לקיה,עבירות כלפי המוסר,,118,34,45,23,8,3,5
1060.0,לקיה,עבירות כלפי הרכוש,,605,97,110,79,91,112,116
1060.0,לקיה,עבירות מין,,9,2,1,3,1,1,1
1060.0,לקיה,עבירות מרמה,,69,16,13,19,8,6,7
1060.0,לקיה,עבירות נגד אדם,,30,3,5,6,5,6,5
1060.0,לקיה,עבירות נגד גוף,,409,75,64,73,66,79,52
1060.0,לקיה,עבירות סדר ציבורי,,1224,213,245,232,151,198,185
1060.0,לקיה,עבירות רשוי,,13,-,4,2,4,1,2
1060.0,לקיה,עבירות תנועה,,25,5,2,4,6,4,4
1060.0,לקיה,שאר עבירות,,1,1,-,-,-,-,-
1015.0,מבשרת ציון,Total,,4459,513,641,679,860,823,943
1015.0,מבשרת ציון,-,,3,-,1,-,-,2,-
1015.0,מבשרת ציון,סעיפי הגדרה,,8,3,2,2,1,-,-
1015.0,מבשרת ציון,עבירות בטחון,,27,4,5,5,4,4,5
1015.0,מבשרת ציון,עבירות כלכליות,,6,1,1,2,-,1,1
1015.0,מבשרת ציון,עבירות כלפי המוסר,,302,57,62,43,26,48,66
1015.0,מבשרת ציון,עבירות כלפי הרכוש,,1936,203,245,306,384,380,418
1015.0,מבשרת ציון,עבירות מין,,95,17,18,12,21,16,11
1015.0,מבשרת ציון,עבירות מרמה,,186,23,23,31,36,34,39
1015.0,מבשרת ציון,עבירות נגד אדם,,7,2,-,-,-,2,3
1015.0,מבשרת ציון,עבירות נגד גוף,,951,117,148,152,196,164,174
1015.0,מבשרת ציון,עבירות סדר ציבורי,,2028,240,324,324,379,354,407
1015.0,מבשרת ציון,עבירות רשוי,,16,2,1,-,1,2,10
1015.0,מבשרת ציון,עבירות תנועה,,39,6,2,4,3,14,10
1015.0,מבשרת ציון,שאר עבירות,,4,-,-,-,1,1,2
516.0,מג'ד אל כרום,Total,,2984,511,537,559,495,471,411
516.0,מג'ד אל כרום,עבירות בטחון,,190,31,34,29,44,25,27
516.0,מג'ד אל כרום,עבירות כלכליות,,12,8,3,1,-,-,-
516.0,מג'ד אל כרום,עבירות כלפי המוסר,,645,124,112,155,107,116,31
516.0,מג'ד אל כרום,עבירות כלפי הרכוש,,679,98,94,142,122,130,93
516.0,מג'ד אל כרום,עבירות מין,,29,3,2,4,7,7,6
516.0,מג'ד אל כרום,עבירות מנהליות,,1,-,-,-,-,-,1
516.0,מג'ד אל כרום,עבירות מרמה,,95,13,24,6,16,10,26
516.0,מג'ד אל כרום,עבירות נגד אדם,,6,3,-,2,-,-,1
516.0,מג'ד אל כרום,עבירות נגד גוף,,664,108,120,124,104,97,111
516.0,מג'ד אל כרום,עבירות סדר ציבורי,,1402,252,256,247,231,199,217
516.0,מג'ד אל כרום,עבירות רשוי,,15,4,1,1,1,-,8
516.0,מג'ד אל כרום,עבירות תנועה,,23,1,1,4,4,8,5
516.0,מג'ד אל כרום,שאר עבירות,,1,-,-,1,-,-,-
4201.0,מג'דל שמס,Total,,1124,183,276,249,141,141,134
4201.0,מג'דל שמס,-,,1,1,-,-,-,-,-
4201.0,מג'דל שמס,עבירות בטחון,,19,4,4,5,1,3,2
4201.0,מג'דל שמס,עבירות כלכליות,,7,3,1,3,-,-,-
4201.0,מג'דל שמס,עבירות כלפי המוסר,,238,50,93,41,17,23,14
